,Class,y_test,y_pred
1072,WECON,2.0,2.0
1845,WECON,1.0,2.0
696,WECON,1.0,2.0
657,WECON,2.0,2.0
1897,WECON,1.0,1.0
797,WECON,1.0,1.0
2012,WECON,0.0,1.0
1648,WECON,1.0,1.0
146,WECON,1.0,1.0
1550,WECON,0.0,0.0
888,WECON,2.0,2.0
1380,WECON,1.0,2.0
927,WECON,1.0,1.0
501,WECON,2.0,2.0
315,WECON,1.0,1.0
1414,WECON,2.0,2.0
524,WECON,1.0,1.0
499,WECON,1.0,2.0
282,WECON,3.0,3.0
218,WECON,2.0,2.0
1568,WECON,1.0,0.0
1356,WECON,1.0,1.0
885,WECON,2.0,2.0
1366,WECON,1.0,1.0
1160,WECON,1.0,1.0
1596,WECON,2.0,1.0
1889,WECON,1.0,1.0
40,WECON,1.0,1.0
1008,WECON,2.0,1.0
1336,WECON,2.0,2.0
623,WECON,1.0,1.0
161,WECON,1.0,1.0
809,WECON,1.0,1.0
208,WECON,1.0,1.0
1544,WECON,0.0,2.0
771,WECON,1.0,1.0
2058,WECON,2.0,1.0
1491,WECON,0.0,0.0
63,WECON,1.0,1.0
2004,WECON,1.0,2.0
1811,WECON,2.0,3.0
1569,WECON,1.0,1.0
1239,WECON,1.0,2.0
1750,WECON,2.0,3.0
1728,WECON,0.0,0.0
1599,WECON,2.0,2.0
1597,WECON,1.0,2.0
307,WECON,1.0,2.0
1762,WECON,1.0,1.0
1840,WECON,1.0,1.0
703,WECON,1.0,2.0
1703,WECON,0.0,0.0
904,WECON,2.0,1.0
2036,WECON,2.0,1.0
1793,WECON,1.0,2.0
99,WECON,2.0,2.0
78,WECON,1.0,1.0
1003,WECON,1.0,1.0
841,WECON,2.0,1.0
1629,WECON,2.0,1.0
94,WECON,1.0,2.0
436,WECON,1.0,1.0
1501,WECON,1.0,1.0
272,WECON,1.0,1.0
90,WECON,2.0,2.0
207,WECON,1.0,1.0
802,WECON,2.0,2.0
1032,WECON,1.0,2.0
1211,WECON,1.0,1.0
1112,WECON,1.0,1.0
2063,WECON,3.0,2.0
1999,WECON,3.0,3.0
1056,WECON,2.0,3.0
572,WECON,0.0,0.0
1104,WECON,1.0,1.0
631,WECON,1.0,1.0
551,WECON,1.0,0.0
55,WECON,2.0,1.0
1227,WECON,1.0,2.0
1416,WECON,2.0,1.0
1906,WECON,1.0,0.0
1475,WECON,1.0,1.0
1948,WECON,2.0,2.0
284,WECON,1.0,1.0
97,WECON,2.0,2.0
1988,WECON,1.0,1.0
1752,WECON,1.0,1.0
125,WECON,1.0,1.0
829,WECON,2.0,1.0
513,WECON,2.0,2.0
2064,WECON,3.0,1.0
459,WECON,1.0,1.0
1454,WECON,2.0,2.0
1078,WECON,2.0,2.0
38,WECON,2.0,2.0
1403,WECON,1.0,1.0
708,WECON,1.0,1.0
1993,WECON,1.0,1.0
1527,WECON,2.0,1.0
575,WECON,1.0,1.0
1424,WECON,1.0,1.0
1635,WECON,2.0,1.0
1652,WECON,2.0,2.0
452,WECON,1.0,2.0
1658,WECON,3.0,3.0
54,WECON,1.0,1.0
399,WECON,1.0,1.0
213,WECON,0.0,0.0
354,WECON,2.0,2.0
1691,WECON,1.0,1.0
1996,WECON,1.0,1.0
1577,WECON,1.0,1.0
716,WECON,1.0,1.0
1809,WECON,1.0,1.0
1502,WECON,1.0,1.0
682,WECON,2.0,2.0
1319,WECON,3.0,3.0
1183,WECON,0.0,1.0
1557,WECON,1.0,1.0
235,WECON,1.0,1.0
688,WECON,1.0,1.0
1358,WECON,1.0,1.0
568,WECON,2.0,2.0
1640,WECON,3.0,3.0
707,WECON,1.0,1.0
1686,WECON,1.0,1.0
1725,WECON,0.0,0.0
1452,WECON,2.0,2.0
1013,WECON,1.0,1.0
525,WECON,1.0,1.0
726,WECON,2.0,2.0
2014,WECON,1.0,1.0
160,WECON,2.0,2.0
388,WECON,1.0,1.0
2009,WECON,1.0,2.0
553,WECON,1.0,1.0
1721,WECON,1.0,2.0
1497,WECON,0.0,0.0
1774,WECON,2.0,2.0
1520,WECON,3.0,3.0
245,WECON,1.0,1.0
1693,WECON,1.0,1.0
1469,WECON,1.0,1.0
1796,WECON,2.0,3.0
1283,WECON,1.0,1.0
339,WECON,2.0,2.0
518,WECON,1.0,1.0
88,WECON,2.0,2.0
1046,WECON,2.0,1.0
728,WECON,2.0,2.0
484,WECON,1.0,2.0
480,WECON,2.0,2.0
1498,WECON,1.0,1.0
467,WECON,2.0,1.0
1769,WECON,1.0,2.0
942,WECON,1.0,1.0
665,WECON,2.0,2.0
1892,WECON,1.0,1.0
1878,WECON,2.0,2.0
1719,WECON,1.0,1.0
1617,WECON,1.0,1.0
2027,WECON,1.0,1.0
1744,WECON,2.0,2.0
1519,WECON,1.0,1.0
1853,WECON,1.0,1.0
1265,WECON,2.0,1.0
1045,WECON,2.0,2.0
1733,WECON,1.0,1.0
1461,WECON,1.0,1.0
333,WECON,1.0,1.0
1004,WECON,1.0,1.0
308,WECON,2.0,2.0
1946,WECON,1.0,1.0
1639,WECON,2.0,1.0
616,WECON,1.0,1.0
1174,WECON,0.0,1.0
1507,WECON,1.0,1.0
1055,WECON,2.0,2.0
627,WECON,2.0,2.0
1803,WECON,1.0,1.0
1935,WECON,1.0,1.0
92,WECON,2.0,2.0
1311,WECON,2.0,2.0
331,WECON,1.0,1.0
65,WECON,1.0,1.0
1859,WECON,1.0,1.0
987,WECON,2.0,2.0
698,WECON,1.0,1.0
415,WECON,1.0,1.0
1447,WECON,2.0,3.0
633,WECON,2.0,2.0
451,WECON,2.0,2.0
1031,WECON,1.0,2.0
1605,WECON,3.0,2.0
945,WECON,1.0,1.0
2048,WECON,1.0,1.0
1070,WECON,2.0,2.0
519,WECON,1.0,1.0
974,WECON,1.0,1.0
1720,WECON,0.0,1.0
2047,WECON,3.0,3.0
1789,WECON,2.0,2.0
1187,WECON,1.0,1.0
242,WECON,1.0,1.0
2015,WECON,2.0,1.0
506,WECON,1.0,1.0
1079,WECON,1.0,2.0
1481,WECON,0.0,0.0
744,WECON,2.0,2.0
180,WECON,2.0,2.0
1282,WECON,1.0,1.0
806,WECON,1.0,1.0
1944,WECON,3.0,3.0
423,WECON,1.0,1.0
1420,WECON,1.0,1.0
653,WECON,2.0,2.0
1077,WECON,1.0,1.0
871,WECON,2.0,2.0
2006,WECON,1.0,1.0
344,WECON,2.0,2.0
233,WECON,2.0,1.0
979,WECON,0.0,0.0
312,WECON,1.0,1.0
779,WECON,1.0,1.0
1625,WECON,2.0,2.0
1130,WECON,2.0,1.0
502,WECON,3.0,3.0
1718,WECON,1.0,1.0
1738,WECON,1.0,1.0
738,WECON,2.0,2.0
1255,WECON,2.0,2.0
876,WECON,3.0,2.0
1570,WECON,2.0,2.0
1732,WECON,0.0,0.0
319,WECON,1.0,2.0
923,WECON,1.0,2.0
1396,WECON,1.0,1.0
628,WECON,1.0,1.0
569,WECON,1.0,1.0
466,WECON,1.0,1.0
511,WECON,1.0,2.0
539,WECON,2.0,2.0
807,WECON,1.0,1.0
941,WECON,1.0,1.0
1844,WECON,1.0,1.0
494,WECON,1.0,2.0
1734,WECON,2.0,3.0
1825,WECON,1.0,0.0
977,WECON,1.0,1.0
1641,WECON,1.0,1.0
972,WECON,1.0,1.0
981,WECON,0.0,0.0
231,WECON,1.0,1.0
215,WECON,2.0,2.0
374,WECON,0.0,0.0
1484,WECON,1.0,1.0
2020,WECON,1.0,1.0
383,WECON,1.0,1.0
1950,WECON,1.0,1.0
589,WECON,1.0,1.0
1737,WECON,1.0,1.0
896,WECON,1.0,1.0
2003,WECON,2.0,3.0
1120,WECON,1.0,1.0
1233,WECON,1.0,1.0
947,WECON,1.0,1.0
508,WECON,2.0,2.0
456,WECON,1.0,1.0
1050,WECON,2.0,2.0
1090,WECON,1.0,1.0
1493,WECON,1.0,2.0
1080,WECON,3.0,3.0
1312,WECON,1.0,1.0
220,WECON,2.0,1.0
641,WECON,1.0,1.0
1977,WECON,2.0,2.0
721,WECON,1.0,1.0
1144,WECON,1.0,2.0
417,WECON,1.0,1.0
1621,WECON,2.0,1.0
754,WECON,1.0,1.0
1816,WECON,0.0,1.0
1118,WECON,2.0,2.0
1084,WECON,1.0,1.0
844,WECON,1.0,1.0
652,WECON,1.0,1.0
250,WECON,2.0,2.0
19,WECON,1.0,1.0
338,WECON,1.0,1.0
734,WECON,2.0,2.0
887,WECON,3.0,3.0
1894,WECON,1.0,2.0
1395,WECON,1.0,0.0
957,WECON,1.0,1.0
1397,WECON,1.0,1.0
1781,WECON,2.0,3.0
1181,WECON,1.0,1.0
948,WECON,2.0,2.0
2033,WECON,1.0,1.0
253,WECON,3.0,2.0
1180,WECON,2.0,2.0
1780,WECON,0.0,1.0
1735,WECON,1.0,1.0
1676,WECON,1.0,1.0
1531,WECON,1.0,1.0
823,WECON,1.0,1.0
860,WECON,2.0,2.0
1388,WECON,0.0,1.0
1232,WECON,1.0,1.0
1344,WECON,2.0,2.0
1566,WECON,1.0,2.0
1634,WECON,2.0,1.0
1745,WECON,1.0,1.0
393,WECON,2.0,2.0
74,WECON,1.0,1.0
822,WECON,2.0,1.0
1991,WECON,1.0,1.0
1382,WECON,1.0,0.0
1012,WECON,2.0,2.0
1221,WECON,2.0,2.0
53,WECON,2.0,2.0
127,WECON,1.0,2.0
353,WECON,1.0,1.0
1486,WECON,1.0,1.0
438,WECON,1.0,1.0
130,WECON,1.0,1.0
916,WECON,2.0,2.0
1406,WECON,2.0,2.0
998,WECON,1.0,1.0
136,WECON,2.0,2.0
745,WECON,1.0,1.0
591,WECON,1.0,1.0
2051,WECON,1.0,1.0
1855,WECON,1.0,3.0
1727,WECON,1.0,1.0
1188,WECON,2.0,2.0
1867,WECON,1.0,1.0
1863,WECON,1.0,1.0
512,WECON,2.0,2.0
1698,WECON,1.0,1.0
1385,WECON,0.0,1.0
165,WECON,1.0,1.0
661,WECON,2.0,2.0
636,WECON,2.0,2.0
1893,WECON,1.0,1.0
93,WECON,2.0,2.0
808,WECON,0.0,1.0
1302,WECON,2.0,2.0
1254,WECON,1.0,2.0
678,WECON,2.0,2.0
571,WECON,1.0,1.0
1585,WECON,1.0,0.0
600,WECON,1.0,1.0
742,WECON,0.0,0.0
1243,WECON,2.0,2.0
2060,WECON,2.0,2.0
1326,WECON,1.0,2.0
1580,WECON,1.0,0.0
1143,WECON,2.0,2.0
1091,WECON,0.0,0.0
491,WECON,3.0,2.0
758,WECON,0.0,0.0
1371,WECON,1.0,1.0
392,WECON,1.0,1.0
290,WECON,2.0,2.0
1782,WECON,2.0,2.0
1763,WECON,0.0,1.0
1615,WECON,2.0,2.0
875,WECON,2.0,2.0
1433,WECON,1.0,1.0
189,WECON,0.0,0.0
671,WECON,2.0,2.0
1026,WECON,1.0,1.0
1137,WECON,1.0,1.0
1082,WECON,2.0,1.0
1843,WECON,1.0,1.0
1154,WECON,1.0,1.0
1383,WECON,1.0,2.0
1434,WECON,1.0,1.0
1539,WECON,2.0,2.0
995,WECON,2.0,2.0
366,WECON,1.0,1.0
1936,WECON,1.0,1.0
1252,WECON,1.0,1.0
850,WECON,1.0,1.0
1722,WECON,1.0,1.0
1672,WECON,2.0,2.0
1994,WECON,1.0,1.0
1316,WECON,2.0,2.0
857,WECON,2.0,2.0
1351,WECON,1.0,2.0
689,WECON,1.0,0.0
1909,WECON,2.0,2.0
821,WECON,1.0,1.0
1636,WECON,2.0,1.0
1958,WECON,1.0,1.0
1508,WECON,1.0,1.0
1043,WECON,2.0,2.0
585,WECON,2.0,1.0
1413,WECON,2.0,2.0
356,WECON,1.0,1.0
1959,WECON,2.0,2.0
443,WECON,2.0,2.0
1199,WOPOL,1.0,1.0
727,WOPOL,2.0,2.0
1102,WOPOL,2.0,2.0
1474,WOPOL,2.0,2.0
696,WOPOL,1.0,2.0
1202,WOPOL,2.0,2.0
950,WOPOL,2.0,2.0
1327,WOPOL,2.0,2.0
736,WOPOL,2.0,2.0
1538,WOPOL,2.0,2.0
998,WOPOL,3.0,3.0
2037,WOPOL,3.0,3.0
137,WOPOL,2.0,2.0
403,WOPOL,1.0,2.0
388,WOPOL,2.0,2.0
910,WOPOL,2.0,2.0
570,WOPOL,0.0,1.0
1104,WOPOL,1.0,2.0
90,WOPOL,2.0,2.0
1479,WOPOL,1.0,1.0
1469,WOPOL,2.0,2.0
1022,WOPOL,1.0,2.0
432,WOPOL,2.0,2.0
1131,WOPOL,3.0,3.0
1767,WOPOL,2.0,2.0
664,WOPOL,2.0,2.0
713,WOPOL,3.0,2.0
1616,WOPOL,2.0,2.0
426,WOPOL,2.0,2.0
1819,WOPOL,1.0,0.0
887,WOPOL,3.0,3.0
1518,WOPOL,2.0,2.0
605,WOPOL,1.0,1.0
1242,WOPOL,2.0,2.0
919,WOPOL,2.0,2.0
1059,WOPOL,2.0,2.0
990,WOPOL,2.0,1.0
533,WOPOL,2.0,2.0
443,WOPOL,1.0,1.0
257,WOPOL,1.0,1.0
967,WOPOL,1.0,2.0
1386,WOPOL,3.0,3.0
1816,WOPOL,2.0,2.0
1924,WOPOL,2.0,2.0
1482,WOPOL,2.0,2.0
1620,WOPOL,2.0,2.0
1442,WOPOL,3.0,3.0
465,WOPOL,2.0,2.0
245,WOPOL,2.0,2.0
1796,WOPOL,3.0,3.0
1549,WOPOL,2.0,2.0
1907,WOPOL,2.0,2.0
567,WOPOL,2.0,2.0
621,WOPOL,1.0,0.0
611,WOPOL,2.0,2.0
1359,WOPOL,2.0,2.0
447,WOPOL,1.0,2.0
1705,WOPOL,3.0,2.0
870,WOPOL,2.0,2.0
1838,WOPOL,3.0,2.0
341,WOPOL,2.0,2.0
1017,WOPOL,2.0,2.0
1103,WOPOL,2.0,2.0
959,WOPOL,2.0,2.0
895,WOPOL,2.0,2.0
405,WOPOL,2.0,2.0
795,WOPOL,3.0,3.0
573,WOPOL,2.0,2.0
949,WOPOL,3.0,2.0
1468,WOPOL,2.0,2.0
830,WOPOL,3.0,3.0
84,WOPOL,2.0,2.0
836,WOPOL,1.0,1.0
973,WOPOL,3.0,2.0
140,WOPOL,2.0,2.0
34,WOPOL,2.0,2.0
1120,WOPOL,2.0,2.0
317,WOPOL,2.0,2.0
1846,WOPOL,3.0,2.0
1674,WOPOL,2.0,2.0
1783,WOPOL,2.0,2.0
707,WOPOL,2.0,2.0
831,WOPOL,1.0,2.0
436,WOPOL,2.0,2.0
1051,WOPOL,3.0,2.0
497,WOPOL,2.0,2.0
1397,WOPOL,2.0,2.0
1432,WOPOL,3.0,3.0
1963,WOPOL,2.0,2.0
1739,WOPOL,2.0,2.0
1398,WOPOL,2.0,2.0
827,WOPOL,1.0,1.0
740,WOPOL,1.0,1.0
424,WOPOL,2.0,2.0
551,WOPOL,1.0,1.0
1291,WOPOL,2.0,2.0
660,WOPOL,2.0,2.0
1611,WOPOL,2.0,2.0
1248,WOPOL,2.0,2.0
1809,WOPOL,2.0,2.0
368,WOPOL,0.0,0.0
775,WOPOL,2.0,2.0
1025,WOPOL,1.0,1.0
1707,WOPOL,2.0,2.0
323,WOPOL,2.0,2.0
2002,WOPOL,2.0,2.0
1526,WOPOL,3.0,3.0
1162,WOPOL,2.0,2.0
1220,WOPOL,2.0,2.0
710,WOPOL,2.0,2.0
879,WOPOL,2.0,2.0
1258,WOPOL,2.0,2.0
1325,WOPOL,2.0,2.0
1513,WOPOL,3.0,2.0
1114,WOPOL,2.0,2.0
296,WOPOL,2.0,2.0
1927,WOPOL,3.0,2.0
236,WOPOL,2.0,2.0
1818,WOPOL,2.0,2.0
1723,WOPOL,2.0,2.0
1257,WOPOL,2.0,3.0
930,WOPOL,2.0,2.0
171,WOPOL,0.0,0.0
150,WOPOL,2.0,2.0
1984,WOPOL,2.0,2.0
377,WOPOL,2.0,2.0
384,WOPOL,2.0,2.0
871,WOPOL,2.0,2.0
294,WOPOL,2.0,2.0
833,WOPOL,2.0,2.0
1174,WOPOL,2.0,2.0
1326,WOPOL,2.0,2.0
680,WOPOL,2.0,2.0
387,WOPOL,2.0,2.0
2061,WOPOL,2.0,2.0
494,WOPOL,2.0,2.0
434,WOPOL,2.0,2.0
1419,WOPOL,1.0,1.0
1508,WOPOL,2.0,2.0
1873,WOPOL,2.0,2.0
557,WOPOL,2.0,1.0
512,WOPOL,2.0,2.0
1708,WOPOL,2.0,2.0
694,WOPOL,3.0,3.0
1192,WOPOL,2.0,2.0
1709,WOPOL,2.0,2.0
302,WOPOL,2.0,2.0
1361,WOPOL,1.0,2.0
1305,WOPOL,2.0,2.0
1024,WOPOL,2.0,2.0
2011,WOPOL,2.0,0.0
272,WOPOL,2.0,2.0
27,WOPOL,2.0,2.0
1246,WOPOL,3.0,3.0
82,WOPOL,2.0,2.0
892,WOPOL,1.0,2.0
379,WOPOL,2.0,2.0
2066,WOPOL,3.0,2.0
1272,WOPOL,3.0,3.0
1900,WOPOL,2.0,2.0
1448,WOPOL,2.0,2.0
1045,WOPOL,2.0,2.0
583,WOPOL,2.0,2.0
2024,WOPOL,2.0,1.0
412,WOPOL,2.0,2.0
2010,WOPOL,2.0,2.0
1069,WOPOL,3.0,3.0
1844,WOPOL,2.0,2.0
693,WOPOL,2.0,3.0
654,WOPOL,2.0,2.0
1897,WOPOL,2.0,2.0
794,WOPOL,1.0,1.0
2012,WOPOL,1.0,1.0
1645,WOPOL,1.0,2.0
145,WOPOL,1.0,2.0
1547,WOPOL,2.0,2.0
885,WOPOL,2.0,2.0
1377,WOPOL,2.0,2.0
924,WOPOL,2.0,2.0
498,WOPOL,1.0,1.0
313,WOPOL,2.0,2.0
1411,WOPOL,2.0,2.0
521,WOPOL,2.0,2.0
496,WOPOL,2.0,2.0
280,WOPOL,3.0,3.0
217,WOPOL,2.0,2.0
1565,WOPOL,2.0,2.0
1353,WOPOL,2.0,2.0
881,WOPOL,2.0,2.0
1363,WOPOL,2.0,2.0
1157,WOPOL,2.0,2.0
1593,WOPOL,2.0,2.0
1888,WOPOL,2.0,2.0
40,WOPOL,2.0,2.0
1005,WOPOL,2.0,2.0
1333,WOPOL,2.0,2.0
620,WOPOL,2.0,2.0
160,WOPOL,2.0,2.0
806,WOPOL,2.0,2.0
207,WOPOL,2.0,2.0
1541,WOPOL,2.0,2.0
768,WOPOL,2.0,2.0
2058,WOPOL,2.0,2.0
1488,WOPOL,2.0,2.0
61,WOPOL,3.0,3.0
2004,WOPOL,2.0,2.0
1810,WOPOL,2.0,2.0
1566,WOPOL,2.0,3.0
1236,WOPOL,2.0,2.0
1749,WOPOL,1.0,1.0
1727,WOPOL,3.0,3.0
1596,WOPOL,2.0,2.0
1594,WOPOL,2.0,2.0
304,WOPOL,2.0,2.0
1761,WOPOL,1.0,1.0
1839,WOPOL,2.0,2.0
699,WOPOL,2.0,2.0
1700,WOPOL,2.0,2.0
900,WOPOL,2.0,2.0
2036,WOPOL,2.0,2.0
1792,WOPOL,2.0,2.0
98,WOPOL,2.0,2.0
77,WOPOL,2.0,3.0
1000,WOPOL,2.0,2.0
838,WOPOL,1.0,1.0
1626,WOPOL,1.0,2.0
93,WOPOL,2.0,2.0
433,WOPOL,2.0,2.0
1498,WOPOL,2.0,2.0
270,WOPOL,3.0,3.0
89,WOPOL,3.0,3.0
206,WOPOL,2.0,2.0
799,WOPOL,3.0,2.0
1029,WOPOL,1.0,1.0
1208,WOPOL,1.0,1.0
1109,WOPOL,2.0,1.0
2063,WOPOL,1.0,1.0
1999,WOPOL,3.0,3.0
1053,WOPOL,3.0,3.0
569,WOPOL,2.0,2.0
1101,WOPOL,0.0,0.0
627,WOPOL,2.0,2.0
548,WOPOL,0.0,0.0
54,WOPOL,2.0,2.0
1224,WOPOL,1.0,1.0
1413,WOPOL,2.0,1.0
1906,WOPOL,2.0,2.0
1472,WOPOL,3.0,3.0
1948,WOPOL,2.0,2.0
282,WOPOL,3.0,3.0
96,WOPOL,2.0,2.0
1988,WOPOL,2.0,2.0
1751,WOPOL,2.0,1.0
124,WOPOL,2.0,2.0
826,WOPOL,1.0,1.0
510,WOPOL,1.0,2.0
2064,WOPOL,2.0,2.0
456,WOPOL,1.0,2.0
1451,WOPOL,2.0,2.0
1074,WOPOL,2.0,2.0
38,WOPOL,3.0,2.0
1400,WOPOL,1.0,1.0
703,WOPOL,3.0,3.0
1993,WOPOL,2.0,2.0
1524,WOPOL,2.0,2.0
572,WOPOL,2.0,1.0
1421,WOPOL,2.0,1.0
1632,WOPOL,3.0,3.0
1649,WOPOL,2.0,2.0
449,WOPOL,2.0,2.0
1655,WOPOL,2.0,2.0
53,WOPOL,2.0,2.0
397,WOPOL,2.0,2.0
212,WOPOL,1.0,2.0
352,WOPOL,2.0,2.0
1688,WOPOL,2.0,2.0
1996,WOPOL,2.0,2.0
1574,WOPOL,2.0,2.0
712,WOPOL,3.0,3.0
1808,WOPOL,3.0,2.0
1499,WOPOL,2.0,2.0
678,WOPOL,2.0,2.0
1316,WOPOL,2.0,2.0
1180,WOPOL,2.0,2.0
1554,WOPOL,2.0,2.0
233,WOPOL,2.0,2.0
685,WOPOL,3.0,3.0
1355,WOPOL,2.0,2.0
564,WOPOL,2.0,1.0
1637,WOPOL,2.0,2.0
701,WOPOL,2.0,2.0
1680,WOPOL,2.0,2.0
1724,WOPOL,2.0,2.0
1449,WOPOL,2.0,2.0
1010,WOPOL,2.0,2.0
522,WOPOL,2.0,2.0
723,WOPOL,2.0,2.0
2014,WOPOL,2.0,2.0
158,WOPOL,2.0,2.0
386,WOPOL,2.0,2.0
2009,WOPOL,2.0,2.0
550,WOPOL,1.0,1.0
1720,WOPOL,2.0,1.0
1493,WOPOL,2.0,2.0
1773,WOPOL,2.0,2.0
1517,WOPOL,2.0,3.0
242,WOPOL,2.0,2.0
1690,WOPOL,2.0,2.0
1466,WOPOL,2.0,2.0
1795,WOPOL,2.0,2.0
1280,WOPOL,2.0,2.0
337,WOPOL,2.0,2.0
515,WOPOL,2.0,2.0
87,WOPOL,3.0,3.0
1043,WOPOL,3.0,2.0
725,WOPOL,2.0,2.0
481,WOPOL,2.0,2.0
477,WOPOL,2.0,2.0
1494,WOPOL,1.0,2.0
464,WOPOL,2.0,2.0
1768,WOPOL,3.0,3.0
939,WOPOL,2.0,2.0
661,WOPOL,2.0,2.0
1891,WOPOL,2.0,2.0
1876,WOPOL,3.0,2.0
1718,WOPOL,3.0,2.0
1614,WOPOL,2.0,2.0
2027,WOPOL,2.0,2.0
1743,WOPOL,2.0,1.0
1516,WOPOL,2.0,2.0
1852,WOPOL,3.0,2.0
1262,WOPOL,3.0,3.0
1042,WOPOL,2.0,2.0
1732,WOPOL,2.0,2.0
1458,WOPOL,2.0,2.0
331,WOPOL,2.0,2.0
1001,WOPOL,2.0,2.0
305,WOPOL,1.0,2.0
1946,WOPOL,2.0,2.0
1636,WOPOL,2.0,2.0
613,WOPOL,3.0,3.0
1171,WOPOL,2.0,2.0
1504,WOPOL,1.0,2.0
1052,WOPOL,2.0,2.0
623,WOPOL,2.0,2.0
1802,WOPOL,2.0,2.0
1935,WOPOL,1.0,1.0
91,WOPOL,2.0,2.0
1308,WOPOL,2.0,2.0
328,WOPOL,2.0,2.0
64,WOPOL,2.0,2.0
1858,WOPOL,3.0,3.0
984,WOPOL,2.0,2.0
695,WOPOL,2.0,2.0
413,WOPOL,1.0,1.0
1444,WOPOL,3.0,3.0
629,WOPOL,2.0,2.0
448,WOPOL,1.0,1.0
1028,WOPOL,2.0,2.0
1602,WOPOL,3.0,3.0
942,WOPOL,3.0,2.0
2048,WOPOL,2.0,2.0
1067,WOPOL,2.0,2.0
516,WOPOL,2.0,2.0
971,WOPOL,2.0,2.0
1719,WOPOL,2.0,2.0
2047,WOPOL,3.0,3.0
1788,WOPOL,2.0,2.0
1184,WOPOL,1.0,1.0
240,WOPOL,2.0,2.0
2015,WOPOL,2.0,2.0
503,WOPOL,2.0,2.0
1075,WOPOL,2.0,1.0
1478,WOPOL,2.0,2.0
741,WOPOL,2.0,1.0
179,WOPOL,2.0,2.0
1279,WOPOL,2.0,2.0
802,WOPOL,2.0,2.0
1944,WOPOL,2.0,1.0
421,WOPOL,3.0,2.0
1417,WOPOL,2.0,3.0
649,WOPOL,2.0,2.0
1073,WOPOL,2.0,2.0
868,WOPOL,2.0,2.0
2006,WOPOL,1.0,1.0
342,WOPOL,2.0,2.0
232,WOPOL,2.0,2.0
976,WOPOL,2.0,2.0
310,WOPOL,3.0,3.0
776,WOPOL,2.0,2.0
1622,WOPOL,3.0,3.0
1127,WOPOL,2.0,2.0
499,WOPOL,2.0,2.0
1717,WOPOL,3.0,3.0
1737,WOPOL,2.0,2.0
734,WOPOL,2.0,2.0
1252,WOPOL,2.0,2.0
873,WOPOL,2.0,2.0
1567,WOPOL,2.0,2.0
1731,WOPOL,3.0,2.0
316,WOPOL,2.0,2.0
920,WOPOL,2.0,2.0
1393,WOPOL,2.0,2.0
624,WOPOL,2.0,2.0
566,WOPOL,0.0,0.0
463,WOPOL,2.0,2.0
508,WOPOL,2.0,2.0
536,WOPOL,2.0,2.0
803,WOPOL,2.0,2.0
938,WOPOL,3.0,3.0
1843,WOPOL,2.0,2.0
491,WOPOL,2.0,1.0
1733,WOPOL,2.0,2.0
1824,WOPOL,1.0,1.0
974,WOPOL,2.0,2.0
1638,WOPOL,3.0,2.0
969,WOPOL,2.0,2.0
978,WOPOL,2.0,2.0
230,WOPOL,3.0,2.0
214,WOPOL,2.0,2.0
371,WOPOL,0.0,0.0
1481,WOPOL,1.0,1.0
2020,WOPOL,2.0,2.0
381,WOPOL,2.0,2.0
1950,WOPOL,2.0,2.0
584,WOPOL,2.0,2.0
1736,WOPOL,0.0,0.0
893,WOPOL,2.0,2.0
2003,WOPOL,2.0,1.0
1117,WOPOL,2.0,2.0
1230,WOPOL,1.0,2.0
944,WOPOL,2.0,2.0
505,WOPOL,2.0,2.0
453,WOPOL,2.0,2.0
1046,WOPOL,2.0,2.0
1087,WOPOL,2.0,2.0
1490,WOPOL,1.0,1.0
1077,WOPOL,2.0,2.0
1309,WOPOL,3.0,3.0
219,WOPOL,2.0,2.0
636,WOPOL,2.0,2.0
1977,WOPOL,3.0,3.0
717,WOPOL,2.0,2.0
1141,WOPOL,2.0,2.0
415,WOPOL,2.0,2.0
1618,WOPOL,2.0,2.0
750,WOPOL,1.0,1.0
1815,WOPOL,1.0,1.0
1115,WOPOL,2.0,2.0
1081,WOPOL,2.0,2.0
841,WOPOL,2.0,2.0
645,WOPOL,2.0,2.0
248,WOPOL,2.0,2.0
19,WOPOL,2.0,2.0
336,WOPOL,2.0,2.0
726,WOPOL,2.0,2.0
884,WOPOL,2.0,2.0
1893,WOPOL,2.0,2.0
1392,WOPOL,3.0,3.0
951,WOPOL,2.0,2.0
1394,WOPOL,2.0,2.0
1780,WOPOL,2.0,2.0
1178,WOPOL,2.0,2.0
945,WOPOL,3.0,2.0
2033,WOPOL,2.0,2.0
249,WOPOL,2.0,1.0
1177,WOPOL,2.0,2.0
1779,WOPOL,3.0,2.0
1734,WOPOL,3.0,2.0
1673,WOPOL,2.0,2.0
1528,WOPOL,2.0,2.0
820,WOPOL,2.0,2.0
857,WOPOL,3.0,3.0
1385,WOPOL,1.0,1.0
1229,WOPOL,2.0,2.0
1340,WOPOL,2.0,2.0
1563,WOPOL,2.0,2.0
1631,WOPOL,2.0,2.0
1744,WOPOL,2.0,2.0
391,WOPOL,2.0,2.0
73,WOPOL,2.0,2.0
819,WOPOL,2.0,2.0
1991,WOPOL,2.0,2.0
1379,WOPOL,2.0,2.0
1009,WOPOL,2.0,2.0
1218,WOPOL,1.0,1.0
51,WOPOL,2.0,2.0
125,WOPOL,2.0,2.0
350,WOPOL,2.0,2.0
1483,WOPOL,2.0,2.0
435,WOPOL,2.0,2.0
